"Step","llm_v4_direct_select_pos_1 - total_success","llm_v4_direct_select_pos_1 - total_success__MIN","llm_v4_direct_select_pos_1 - total_success__MAX","llm_v3_pos_neg_dst - total_success","llm_v3_pos_neg_dst - total_success__MIN","llm_v3_pos_neg_dst - total_success__MAX","fbe_baseline - total_success","fbe_baseline - total_success__MIN","fbe_baseline - total_success__MAX","llm_v2_pos_cot - total_success","llm_v2_pos_cot - total_success__MIN","llm_v2_pos_cot - total_success__MAX","l3mvn_baseline_local_step_15 - total_success","l3mvn_baseline_local_step_15 - total_success__MIN","l3mvn_baseline_local_step_15 - total_success__MAX","llm_v1_no_cot_local_step_15 - total_success","llm_v1_no_cot_local_step_15 - total_success__MIN","llm_v1_no_cot_local_step_15 - total_success__MAX","sem_exp_baseline - total_success","sem_exp_baseline - total_success__MIN","sem_exp_baseline - total_success__MAX"
"17380","0.49770992366412214","0.49770992366412214","0.49770992366412214","0.4778481012658228","0.4778481012658228","0.4778481012658228","0.4634920634920635","0.4634920634920635","0.4634920634920635","0.4672897196261682","0.4672897196261682","0.4672897196261682","0.46893491124260356","0.46893491124260356","0.46893491124260356","0.49608763693270735","0.49608763693270735","0.49608763693270735","0.38487394957983195","0.38487394957983195","0.38487394957983195"
"17390","0.49770992366412214","0.49770992366412214","0.49770992366412214","0.4778481012658228","0.4778481012658228","0.4778481012658228","0.46275752773375595","0.46275752773375595","0.46275752773375595","0.4672897196261682","0.4672897196261682","0.4672897196261682","0.46893491124260356","0.46893491124260356","0.46893491124260356","0.496875","0.496875","0.496875","0.38487394957983195","0.38487394957983195","0.38487394957983195"
"17400","0.49770992366412214","0.49770992366412214","0.49770992366412214","0.4778481012658228","0.4778481012658228","0.4778481012658228","0.46275752773375595","0.46275752773375595","0.46275752773375595","0.4672897196261682","0.4672897196261682","0.4672897196261682","0.46893491124260356","0.46893491124260356","0.46893491124260356","0.49765990639625585","0.49765990639625585","0.49765990639625585","0.38422818791946306","0.38422818791946306","0.38422818791946306"
"17410","0.4969512195121951","0.4969512195121951","0.4969512195121951","0.4778481012658228","0.4778481012658228","0.4778481012658228","0.46275752773375595","0.46275752773375595","0.46275752773375595","0.4672897196261682","0.4672897196261682","0.4672897196261682","0.46824224519940916","0.46824224519940916","0.46824224519940916","0.49765990639625585","0.49765990639625585","0.49765990639625585","0.38422818791946306","0.38422818791946306","0.38422818791946306"
"17420","0.4969512195121951","0.4969512195121951","0.4969512195121951","0.4778481012658228","0.4778481012658228","0.4778481012658228","0.46275752773375595","0.46275752773375595","0.46275752773375595","0.4672897196261682","0.4672897196261682","0.4672897196261682","0.46824224519940916","0.46824224519940916","0.46824224519940916","0.4968847352024922","0.4968847352024922","0.4968847352024922","0.38422818791946306","0.38422818791946306","0.38422818791946306"
"17430","0.4969512195121951","0.4969512195121951","0.4969512195121951","0.4778481012658228","0.4778481012658228","0.4778481012658228","0.46275752773375595","0.46275752773375595","0.46275752773375595","0.4672897196261682","0.4672897196261682","0.4672897196261682","0.46824224519940916","0.46824224519940916","0.46824224519940916","0.4968847352024922","0.4968847352024922","0.4968847352024922","0.38358458961474035","0.38358458961474035","0.38358458961474035"
"17440","0.4969512195121951","0.4969512195121951","0.4969512195121951","0.4778481012658228","0.4778481012658228","0.4778481012658228","0.46275752773375595","0.46275752773375595","0.46275752773375595","0.4672897196261682","0.4672897196261682","0.4672897196261682","0.46824224519940916","0.46824224519940916","0.46824224519940916","0.4968847352024922","0.4968847352024922","0.4968847352024922","0.38358458961474035","0.38358458961474035","0.38358458961474035"
"17450","0.4969512195121951","0.4969512195121951","0.4969512195121951","0.4778481012658228","0.4778481012658228","0.4778481012658228","0.46275752773375595","0.46275752773375595","0.46275752773375595","0.4681181959564541","0.4681181959564541","0.4681181959564541","0.4690265486725664","0.4690265486725664","0.4690265486725664","0.4968847352024922","0.4968847352024922","0.4968847352024922","0.38358458961474035","0.38358458961474035","0.38358458961474035"
"17460","0.4969512195121951","0.4969512195121951","0.4969512195121951","0.4778481012658228","0.4778481012658228","0.4778481012658228","0.46275752773375595","0.46275752773375595","0.46275752773375595","0.4681181959564541","0.4681181959564541","0.4681181959564541","0.4690265486725664","0.4690265486725664","0.4690265486725664","0.4968847352024922","0.4968847352024922","0.4968847352024922","0.38358458961474035","0.38358458961474035","0.38358458961474035"
"17470","0.4969512195121951","0.4969512195121951","0.4969512195121951","0.4778481012658228","0.4778481012658228","0.4778481012658228","0.46275752773375595","0.46275752773375595","0.46275752773375595","0.4682170542635659","0.4682170542635659","0.4682170542635659","0.4690265486725664","0.4690265486725664","0.4690265486725664","0.4968847352024922","0.4968847352024922","0.4968847352024922","0.38294314381270905","0.38294314381270905","0.38294314381270905"
"17480","0.4977168949771689","0.4977168949771689","0.4977168949771689","0.4778481012658228","0.4778481012658228","0.4778481012658228","0.46445497630331756","0.46445497630331756","0.46445497630331756","0.4682170542635659","0.4682170542635659","0.4682170542635659","0.4690265486725664","0.4690265486725664","0.4690265486725664","0.4968847352024922","0.4968847352024922","0.4968847352024922","0.38294314381270905","0.38294314381270905","0.38294314381270905"
"17490","0.4977168949771689","0.4977168949771689","0.4977168949771689","0.4778481012658228","0.4778481012658228","0.4778481012658228","0.46445497630331756","0.46445497630331756","0.46445497630331756","0.4682170542635659","0.4682170542635659","0.4682170542635659","0.4690265486725664","0.4690265486725664","0.4690265486725664","0.4968847352024922","0.4968847352024922","0.4968847352024922","0.38294314381270905","0.38294314381270905","0.38294314381270905"
"17500","0.4977168949771689","0.4977168949771689","0.4977168949771689","0.47709320695102686","0.47709320695102686","0.47709320695102686","0.46445497630331756","0.46445497630331756","0.46445497630331756","0.4682170542635659","0.4682170542635659","0.4682170542635659","0.4690265486725664","0.4690265486725664","0.4690265486725664","0.4968847352024922","0.4968847352024922","0.4968847352024922","0.38294314381270905","0.38294314381270905","0.38294314381270905"
"17510","0.4977168949771689","0.4977168949771689","0.4977168949771689","0.47709320695102686","0.47709320695102686","0.47709320695102686","0.46445497630331756","0.46445497630331756","0.46445497630331756","0.4682170542635659","0.4682170542635659","0.4682170542635659","0.4690265486725664","0.4690265486725664","0.4690265486725664","0.4968847352024922","0.4968847352024922","0.4968847352024922","0.3823038397328882","0.3823038397328882","0.3823038397328882"
"17520","0.4977168949771689","0.4977168949771689","0.4977168949771689","0.47709320695102686","0.47709320695102686","0.47709320695102686","0.46445497630331756","0.46445497630331756","0.46445497630331756","0.4682170542635659","0.4682170542635659","0.4682170542635659","0.4690265486725664","0.4690265486725664","0.4690265486725664","0.4976671850699845","0.4976671850699845","0.4976671850699845","0.3823038397328882","0.3823038397328882","0.3823038397328882"
"17530","0.4977168949771689","0.4977168949771689","0.4977168949771689","0.47709320695102686","0.47709320695102686","0.47709320695102686","0.4637223974763407","0.4637223974763407","0.4637223974763407","0.4682170542635659","0.4682170542635659","0.4682170542635659","0.4690265486725664","0.4690265486725664","0.4690265486725664","0.4976671850699845","0.4976671850699845","0.4976671850699845","0.3823038397328882","0.3823038397328882","0.3823038397328882"
"17540","0.4969604863221885","0.4969604863221885","0.4969604863221885","0.47709320695102686","0.47709320695102686","0.47709320695102686","0.4637223974763407","0.4637223974763407","0.4637223974763407","0.4674922600619195","0.4674922600619195","0.4674922600619195","0.4698085419734904","0.4698085419734904","0.4698085419734904","0.4976671850699845","0.4976671850699845","0.4976671850699845","0.3823038397328882","0.3823038397328882","0.3823038397328882"
"17550","0.496206373292868","0.496206373292868","0.496206373292868","0.47709320695102686","0.47709320695102686","0.47709320695102686","0.4637223974763407","0.4637223974763407","0.4637223974763407","0.4674922600619195","0.4674922600619195","0.4674922600619195","0.46911764705882353","0.46911764705882353","0.46911764705882353","0.4976671850699845","0.4976671850699845","0.4976671850699845","0.3823038397328882","0.3823038397328882","0.3823038397328882"
"17560","0.496206373292868","0.496206373292868","0.496206373292868","0.47709320695102686","0.47709320695102686","0.47709320695102686","0.4645669291338583","0.4645669291338583","0.4645669291338583","0.4674922600619195","0.4674922600619195","0.4674922600619195","0.46911764705882353","0.46911764705882353","0.46911764705882353","0.4976671850699845","0.4976671850699845","0.4976671850699845","0.3823038397328882","0.3823038397328882","0.3823038397328882"
"17570","0.496206373292868","0.496206373292868","0.496206373292868","0.47634069400630913","0.47634069400630913","0.47634069400630913","0.4638364779874214","0.4638364779874214","0.4638364779874214","0.4674922600619195","0.4674922600619195","0.4674922600619195","0.46911764705882353","0.46911764705882353","0.46911764705882353","0.4976671850699845","0.4976671850699845","0.4976671850699845","0.3823038397328882","0.3823038397328882","0.3823038397328882"
"17580","0.496206373292868","0.496206373292868","0.496206373292868","0.47634069400630913","0.47634069400630913","0.47634069400630913","0.4638364779874214","0.4638364779874214","0.4638364779874214","0.4674922600619195","0.4674922600619195","0.4674922600619195","0.46911764705882353","0.46911764705882353","0.46911764705882353","0.4976671850699845","0.4976671850699845","0.4976671850699845","0.3823038397328882","0.3823038397328882","0.3823038397328882"
"17590","0.496206373292868","0.496206373292868","0.496206373292868","0.4755905511811024","0.4755905511811024","0.4755905511811024","0.4638364779874214","0.4638364779874214","0.4638364779874214","0.4660493827160494","0.4660493827160494","0.4660493827160494","0.4698972099853157","0.4698972099853157","0.4698972099853157","0.4984472049689441","0.4984472049689441","0.4984472049689441","0.3823038397328882","0.3823038397328882","0.3823038397328882"
"17600","0.496206373292868","0.496206373292868","0.496206373292868","0.47566718995290425","0.47566718995290425","0.47566718995290425","0.46238244514106586","0.46238244514106586","0.46238244514106586","0.4660493827160494","0.4660493827160494","0.4660493827160494","0.4698972099853157","0.4698972099853157","0.4698972099853157","0.4984472049689441","0.4984472049689441","0.4984472049689441","0.3823038397328882","0.3823038397328882","0.3823038397328882"
"17610","0.496206373292868","0.496206373292868","0.496206373292868","0.47566718995290425","0.47566718995290425","0.47566718995290425","0.46238244514106586","0.46238244514106586","0.46238244514106586","0.4660493827160494","0.4660493827160494","0.4660493827160494","0.4698972099853157","0.4698972099853157","0.4698972099853157","0.4984472049689441","0.4984472049689441","0.4984472049689441","0.3823038397328882","0.3823038397328882","0.3823038397328882"
"17620","0.49696969696969695","0.49696969696969695","0.49696969696969695","0.47566718995290425","0.47566718995290425","0.47566718995290425","0.4616588419405321","0.4616588419405321","0.4616588419405321","0.4660493827160494","0.4660493827160494","0.4660493827160494","0.4698972099853157","0.4698972099853157","0.4698972099853157","0.4984472049689441","0.4984472049689441","0.4984472049689441","0.3823038397328882","0.3823038397328882","0.3823038397328882"
"17630","0.49696969696969695","0.49696969696969695","0.49696969696969695","0.47566718995290425","0.47566718995290425","0.47566718995290425","0.4616588419405321","0.4616588419405321","0.4616588419405321","0.46533127889060094","0.46533127889060094","0.46533127889060094","0.4698972099853157","0.4698972099853157","0.4698972099853157","0.4984472049689441","0.4984472049689441","0.4984472049689441","0.3823038397328882","0.3823038397328882","0.3823038397328882"
"17640","0.49696969696969695","0.49696969696969695","0.49696969696969695","0.47566718995290425","0.47566718995290425","0.47566718995290425","0.4616588419405321","0.4616588419405321","0.4616588419405321","0.46533127889060094","0.46533127889060094","0.46533127889060094","0.4706744868035191","0.4706744868035191","0.4706744868035191","0.4984472049689441","0.4984472049689441","0.4984472049689441","0.3823038397328882","0.3823038397328882","0.3823038397328882"
"17650","0.49696969696969695","0.49696969696969695","0.49696969696969695","0.47566718995290425","0.47566718995290425","0.47566718995290425","0.4616588419405321","0.4616588419405321","0.4616588419405321","0.46533127889060094","0.46533127889060094","0.46533127889060094","0.4706744868035191","0.4706744868035191","0.4706744868035191","0.4984472049689441","0.4984472049689441","0.4984472049689441","0.38166666666666665","0.38166666666666665","0.38166666666666665"
"17660","0.49696969696969695","0.49696969696969695","0.49696969696969695","0.47566718995290425","0.47566718995290425","0.47566718995290425","0.4625","0.4625","0.4625","0.46533127889060094","0.46533127889060094","0.46533127889060094","0.4706744868035191","0.4706744868035191","0.4706744868035191","0.4992248062015504","0.4992248062015504","0.4992248062015504","0.38166666666666665","0.38166666666666665","0.38166666666666665"
"17670","0.49696969696969695","0.49696969696969695","0.49696969696969695","0.47566718995290425","0.47566718995290425","0.47566718995290425","0.4625","0.4625","0.4625","0.46533127889060094","0.46533127889060094","0.46533127889060094","0.4706744868035191","0.4706744868035191","0.4706744868035191","0.5","0.5","0.5","0.38166666666666665","0.38166666666666665","0.38166666666666665"
"17680","0.49696969696969695","0.49696969696969695","0.49696969696969695","0.47492163009404387","0.47492163009404387","0.47492163009404387","0.46177847113884557","0.46177847113884557","0.46177847113884557","0.46615384615384614","0.46615384615384614","0.46615384615384614","0.4706744868035191","0.4706744868035191","0.4706744868035191","0.5","0.5","0.5","0.3826955074875208","0.3826955074875208","0.3826955074875208"
"17690","0.49696969696969695","0.49696969696969695","0.49696969696969695","0.47492163009404387","0.47492163009404387","0.47492163009404387","0.46177847113884557","0.46177847113884557","0.46177847113884557","0.46615384615384614","0.46615384615384614","0.46615384615384614","0.4706744868035191","0.4706744868035191","0.4706744868035191","0.4992272024729521","0.4992272024729521","0.4992272024729521","0.3826955074875208","0.3826955074875208","0.3826955074875208"
"17700","0.4962178517397882","0.4962178517397882","0.4962178517397882","0.47417840375586856","0.47417840375586856","0.47417840375586856","0.46177847113884557","0.46177847113884557","0.46177847113884557","0.46615384615384614","0.46615384615384614","0.46615384615384614","0.4706744868035191","0.4706744868035191","0.4706744868035191","0.4992272024729521","0.4992272024729521","0.4992272024729521","0.38205980066445183","0.38205980066445183","0.38205980066445183"
"17710","0.4962178517397882","0.4962178517397882","0.4962178517397882","0.47417840375586856","0.47417840375586856","0.47417840375586856","0.46177847113884557","0.46177847113884557","0.46177847113884557","0.46615384615384614","0.46615384615384614","0.46615384615384614","0.4706744868035191","0.4706744868035191","0.4706744868035191","0.4992272024729521","0.4992272024729521","0.4992272024729521","0.38205980066445183","0.38205980066445183","0.38205980066445183"
"17720","0.4962178517397882","0.4962178517397882","0.4962178517397882","0.47417840375586856","0.47417840375586856","0.47417840375586856","0.46177847113884557","0.46177847113884557","0.46177847113884557","0.46615384615384614","0.46615384615384614","0.46615384615384614","0.4706744868035191","0.4706744868035191","0.4706744868035191","0.4992272024729521","0.4992272024729521","0.4992272024729521","0.38205980066445183","0.38205980066445183","0.38205980066445183"
"17730","0.4962178517397882","0.4962178517397882","0.4962178517397882","0.47417840375586856","0.47417840375586856","0.47417840375586856","0.46261682242990654","0.46261682242990654","0.46261682242990654","0.46615384615384614","0.46615384615384614","0.46615384615384614","0.4706744868035191","0.4706744868035191","0.4706744868035191","0.4992272024729521","0.4992272024729521","0.4992272024729521","0.3814262023217247","0.3814262023217247","0.3814262023217247"
"17740","0.4962178517397882","0.4962178517397882","0.4962178517397882","0.47269890795631825","0.47269890795631825","0.47269890795631825","0.46261682242990654","0.46261682242990654","0.46261682242990654","0.46615384615384614","0.46615384615384614","0.46615384615384614","0.4699853587115666","0.4699853587115666","0.4699853587115666","0.4992272024729521","0.4992272024729521","0.4992272024729521","0.3814262023217247","0.3814262023217247","0.3814262023217247"
"17750","0.4962178517397882","0.4962178517397882","0.4962178517397882","0.47269890795631825","0.47269890795631825","0.47269890795631825","0.46261682242990654","0.46261682242990654","0.46261682242990654","0.46615384615384614","0.46615384615384614","0.46615384615384614","0.4699853587115666","0.4699853587115666","0.4699853587115666","0.4992272024729521","0.4992272024729521","0.4992272024729521","0.3814262023217247","0.3814262023217247","0.3814262023217247"
"17760","0.4962178517397882","0.4962178517397882","0.4962178517397882","0.47269890795631825","0.47269890795631825","0.47269890795631825","0.46261682242990654","0.46261682242990654","0.46261682242990654","0.46615384615384614","0.46615384615384614","0.46615384615384614","0.4699853587115666","0.4699853587115666","0.4699853587115666","0.4992272024729521","0.4992272024729521","0.4992272024729521","0.3824503311258278","0.3824503311258278","0.3824503311258278"
"17770","0.4962178517397882","0.4962178517397882","0.4962178517397882","0.47269890795631825","0.47269890795631825","0.47269890795631825","0.46261682242990654","0.46261682242990654","0.46261682242990654","0.46615384615384614","0.46615384615384614","0.46615384615384614","0.4699853587115666","0.4699853587115666","0.4699853587115666","0.4992272024729521","0.4992272024729521","0.4992272024729521","0.3824503311258278","0.3824503311258278","0.3824503311258278"
"17780","0.4962178517397882","0.4962178517397882","0.4962178517397882","0.4735202492211838","0.4735202492211838","0.4735202492211838","0.4611801242236025","0.4611801242236025","0.4611801242236025","0.46615384615384614","0.46615384615384614","0.46615384615384614","0.4699853587115666","0.4699853587115666","0.4699853587115666","0.4992272024729521","0.4992272024729521","0.4992272024729521","0.3824503311258278","0.3824503311258278","0.3824503311258278"
"17790","0.4962178517397882","0.4962178517397882","0.4962178517397882","0.4735202492211838","0.4735202492211838","0.4735202492211838","0.4611801242236025","0.4611801242236025","0.4611801242236025","0.46615384615384614","0.46615384615384614","0.46615384615384614","0.4699853587115666","0.4699853587115666","0.4699853587115666","0.4992272024729521","0.4992272024729521","0.4992272024729521","0.3824503311258278","0.3824503311258278","0.3824503311258278"
"17800","0.4962178517397882","0.4962178517397882","0.4962178517397882","0.4735202492211838","0.4735202492211838","0.4735202492211838","0.4611801242236025","0.4611801242236025","0.4611801242236025","0.46615384615384614","0.46615384615384614","0.46615384615384614","0.4699853587115666","0.4699853587115666","0.4699853587115666","0.4992272024729521","0.4992272024729521","0.4992272024729521","0.3824503311258278","0.3824503311258278","0.3824503311258278"
"17810","0.4962178517397882","0.4962178517397882","0.4962178517397882","0.4735202492211838","0.4735202492211838","0.4735202492211838","0.4611801242236025","0.4611801242236025","0.4611801242236025","0.46615384615384614","0.46615384615384614","0.46615384615384614","0.4699853587115666","0.4699853587115666","0.4699853587115666","0.4984567901234568","0.4984567901234568","0.4984567901234568","0.3824503311258278","0.3824503311258278","0.3824503311258278"
"17820","0.4962178517397882","0.4962178517397882","0.4962178517397882","0.4735202492211838","0.4735202492211838","0.4735202492211838","0.4611801242236025","0.4611801242236025","0.4611801242236025","0.46615384615384614","0.46615384615384614","0.46615384615384614","0.4699853587115666","0.4699853587115666","0.4699853587115666","0.4984567901234568","0.4984567901234568","0.4984567901234568","0.3824503311258278","0.3824503311258278","0.3824503311258278"
"17830","0.4962178517397882","0.4962178517397882","0.4962178517397882","0.4735202492211838","0.4735202492211838","0.4735202492211838","0.4611801242236025","0.4611801242236025","0.4611801242236025","0.46615384615384614","0.46615384615384614","0.46615384615384614","0.47076023391812866","0.47076023391812866","0.47076023391812866","0.49768875192604006","0.49768875192604006","0.49768875192604006","0.3824503311258278","0.3824503311258278","0.3824503311258278"
"17840","0.4954682779456193","0.4954682779456193","0.4954682779456193","0.4735202492211838","0.4735202492211838","0.4735202492211838","0.4611801242236025","0.4611801242236025","0.4611801242236025","0.46543778801843316","0.46543778801843316","0.46543778801843316","0.47076023391812866","0.47076023391812866","0.47076023391812866","0.4976958525345622","0.4976958525345622","0.4976958525345622","0.38181818181818183","0.38181818181818183","0.38181818181818183"
"17850","0.4954682779456193","0.4954682779456193","0.4954682779456193","0.4735202492211838","0.4735202492211838","0.4735202492211838","0.4611801242236025","0.4611801242236025","0.4611801242236025","0.46543778801843316","0.46543778801843316","0.46543778801843316","0.47076023391812866","0.47076023391812866","0.47076023391812866","0.4976958525345622","0.4976958525345622","0.4976958525345622","0.3811881188118812","0.3811881188118812","0.3811881188118812"
"17860","0.4954682779456193","0.4954682779456193","0.4954682779456193","0.4735202492211838","0.4735202492211838","0.4735202492211838","0.462015503875969","0.462015503875969","0.462015503875969","0.46543778801843316","0.46543778801843316","0.46543778801843316","0.47076023391812866","0.47076023391812866","0.47076023391812866","0.4976958525345622","0.4976958525345622","0.4976958525345622","0.3811881188118812","0.3811881188118812","0.3811881188118812"
"17870","0.4947209653092006","0.4947209653092006","0.4947209653092006","0.4735202492211838","0.4735202492211838","0.4735202492211838","0.462015503875969","0.462015503875969","0.462015503875969","0.46543778801843316","0.46543778801843316","0.46543778801843316","0.47076023391812866","0.47076023391812866","0.47076023391812866","0.4976958525345622","0.4976958525345622","0.4976958525345622","0.3805601317957166","0.3805601317957166","0.3805601317957166"
"17880","0.4947209653092006","0.4947209653092006","0.4947209653092006","0.47433903576982894","0.47433903576982894","0.47433903576982894","0.462015503875969","0.462015503875969","0.462015503875969","0.46543778801843316","0.46543778801843316","0.46543778801843316","0.47076023391812866","0.47076023391812866","0.47076023391812866","0.4976958525345622","0.4976958525345622","0.4976958525345622","0.3815789473684211","0.3815789473684211","0.3815789473684211"
"17890","0.4947209653092006","0.4947209653092006","0.4947209653092006","0.47433903576982894","0.47433903576982894","0.47433903576982894","0.462015503875969","0.462015503875969","0.462015503875969","0.46543778801843316","0.46543778801843316","0.46543778801843316","0.47076023391812866","0.47076023391812866","0.47076023391812866","0.4976958525345622","0.4976958525345622","0.4976958525345622","0.3815789473684211","0.3815789473684211","0.3815789473684211"
"17900","0.4954819277108434","0.4954819277108434","0.4954819277108434","0.47360248447204967","0.47360248447204967","0.47360248447204967","0.462015503875969","0.462015503875969","0.462015503875969","0.46543778801843316","0.46543778801843316","0.46543778801843316","0.47007299270072994","0.47007299270072994","0.47007299270072994","0.49693251533742333","0.49693251533742333","0.49693251533742333","0.3815789473684211","0.3815789473684211","0.3815789473684211"
"17910","0.4954819277108434","0.4954819277108434","0.4954819277108434","0.47360248447204967","0.47360248447204967","0.47360248447204967","0.462015503875969","0.462015503875969","0.462015503875969","0.46543778801843316","0.46543778801843316","0.46543778801843316","0.47007299270072994","0.47007299270072994","0.47007299270072994","0.49693251533742333","0.49693251533742333","0.49693251533742333","0.3815789473684211","0.3815789473684211","0.3815789473684211"
"17920","0.49473684210526314","0.49473684210526314","0.49473684210526314","0.47360248447204967","0.47360248447204967","0.47360248447204967","0.462015503875969","0.462015503875969","0.462015503875969","0.4647239263803681","0.4647239263803681","0.4647239263803681","0.46938775510204084","0.46938775510204084","0.46938775510204084","0.49693251533742333","0.49693251533742333","0.49693251533742333","0.3815789473684211","0.3815789473684211","0.3815789473684211"
"17930","0.49473684210526314","0.49473684210526314","0.49473684210526314","0.4744186046511628","0.4744186046511628","0.4744186046511628","0.4628482972136223","0.4628482972136223","0.4628482972136223","0.4647239263803681","0.4647239263803681","0.4647239263803681","0.46938775510204084","0.46938775510204084","0.46938775510204084","0.49693251533742333","0.49693251533742333","0.49693251533742333","0.3815789473684211","0.3815789473684211","0.3815789473684211"
"17940","0.49473684210526314","0.49473684210526314","0.49473684210526314","0.4744186046511628","0.4744186046511628","0.4744186046511628","0.4628482972136223","0.4628482972136223","0.4628482972136223","0.46401225114854516","0.46401225114854516","0.46401225114854516","0.46938775510204084","0.46938775510204084","0.46938775510204084","0.49693251533742333","0.49693251533742333","0.49693251533742333","0.3815789473684211","0.3815789473684211","0.3815789473684211"
"17950","0.49473684210526314","0.49473684210526314","0.49473684210526314","0.47368421052631576","0.47368421052631576","0.47368421052631576","0.4628482972136223","0.4628482972136223","0.4628482972136223","0.4648318042813456","0.4648318042813456","0.4648318042813456","0.46938775510204084","0.46938775510204084","0.46938775510204084","0.49617151607963245","0.49617151607963245","0.49617151607963245","0.3825944170771757","0.3825944170771757","0.3825944170771757"
"17960","0.493993993993994","0.493993993993994","0.493993993993994","0.47368421052631576","0.47368421052631576","0.47368421052631576","0.46213292117465227","0.46213292117465227","0.46213292117465227","0.4648318042813456","0.4648318042813456","0.4648318042813456","0.46938775510204084","0.46938775510204084","0.46938775510204084","0.49617151607963245","0.49617151607963245","0.49617151607963245","0.3825944170771757","0.3825944170771757","0.3825944170771757"
"17970","0.493993993993994","0.493993993993994","0.493993993993994","0.47368421052631576","0.47368421052631576","0.47368421052631576","0.46213292117465227","0.46213292117465227","0.46213292117465227","0.4648318042813456","0.4648318042813456","0.4648318042813456","0.46938775510204084","0.46938775510204084","0.46938775510204084","0.49617151607963245","0.49617151607963245","0.49617151607963245","0.3819672131147541","0.3819672131147541","0.3819672131147541"
"17980","0.49325337331334335","0.49325337331334335","0.49325337331334335","0.47368421052631576","0.47368421052631576","0.47368421052631576","0.46213292117465227","0.46213292117465227","0.46213292117465227","0.4648318042813456","0.4648318042813456","0.4648318042813456","0.46938775510204084","0.46938775510204084","0.46938775510204084","0.49617151607963245","0.49617151607963245","0.49617151607963245","0.3819672131147541","0.3819672131147541","0.3819672131147541"
"17990","0.49325337331334335","0.49325337331334335","0.49325337331334335","0.47368421052631576","0.47368421052631576","0.47368421052631576","0.46213292117465227","0.46213292117465227","0.46213292117465227","0.46564885496183206","0.46564885496183206","0.46564885496183206","0.46938775510204084","0.46938775510204084","0.46938775510204084","0.49617151607963245","0.49617151607963245","0.49617151607963245","0.3819672131147541","0.3819672131147541","0.3819672131147541"
"18000","0.49325337331334335","0.49325337331334335","0.49325337331334335","0.47449768160741884","0.47449768160741884","0.47449768160741884","0.46296296296296297","0.46296296296296297","0.46296296296296297","0.46564885496183206","0.46564885496183206","0.46564885496183206","0.46938775510204084","0.46938775510204084","0.46938775510204084","0.49617151607963245","0.49617151607963245","0.49617151607963245","0.3819672131147541","0.3819672131147541","0.3819672131147541"
"18010","0.49325337331334335","0.49325337331334335","0.49325337331334335","0.47449768160741884","0.47449768160741884","0.47449768160741884","0.46296296296296297","0.46296296296296297","0.46296296296296297","0.46564885496183206","0.46564885496183206","0.46564885496183206","0.46938775510204084","0.46938775510204084","0.46938775510204084","0.4969418960244648","0.4969418960244648","0.4969418960244648","0.381342062193126","0.381342062193126","0.381342062193126"
"18020","0.49325337331334335","0.49325337331334335","0.49325337331334335","0.47449768160741884","0.47449768160741884","0.47449768160741884","0.46296296296296297","0.46296296296296297","0.46296296296296297","0.46646341463414637","0.46646341463414637","0.46646341463414637","0.46870451237263466","0.46870451237263466","0.46870451237263466","0.4969418960244648","0.4969418960244648","0.4969418960244648","0.3817292006525285","0.3817292006525285","0.3817292006525285"
"18030","0.4940119760479042","0.4940119760479042","0.4940119760479042","0.47530864197530864","0.47530864197530864","0.47530864197530864","0.46296296296296297","0.46296296296296297","0.46296296296296297","0.46646341463414637","0.46646341463414637","0.46646341463414637","0.46870451237263466","0.46870451237263466","0.46870451237263466","0.4969418960244648","0.4969418960244648","0.4969418960244648","0.38273615635179153","0.38273615635179153","0.38273615635179153"
"18040","0.4940119760479042","0.4940119760479042","0.4940119760479042","0.47530864197530864","0.47530864197530864","0.47530864197530864","0.46296296296296297","0.46296296296296297","0.46296296296296297","0.46646341463414637","0.46646341463414637","0.46646341463414637","0.46870451237263466","0.46870451237263466","0.46870451237263466","0.4969418960244648","0.4969418960244648","0.4969418960244648","0.38273615635179153","0.38273615635179153","0.38273615635179153"
"18050","0.4940119760479042","0.4940119760479042","0.4940119760479042","0.47530864197530864","0.47530864197530864","0.47530864197530864","0.4637904468412943","0.4637904468412943","0.4637904468412943","0.4657534246575342","0.4657534246575342","0.4657534246575342","0.4680232558139535","0.4680232558139535","0.4680232558139535","0.49770992366412214","0.49770992366412214","0.49770992366412214","0.38273615635179153","0.38273615635179153","0.38273615635179153"
"18060","0.4940119760479042","0.4940119760479042","0.4940119760479042","0.47530864197530864","0.47530864197530864","0.47530864197530864","0.4637904468412943","0.4637904468412943","0.4637904468412943","0.4657534246575342","0.4657534246575342","0.4657534246575342","0.4680232558139535","0.4680232558139535","0.4680232558139535","0.49770992366412214","0.49770992366412214","0.49770992366412214","0.38273615635179153","0.38273615635179153","0.38273615635179153"
"18070","0.4947683109118087","0.4947683109118087","0.4947683109118087","0.47530864197530864","0.47530864197530864","0.47530864197530864","0.4637904468412943","0.4637904468412943","0.4637904468412943","0.4657534246575342","0.4657534246575342","0.4657534246575342","0.4680232558139535","0.4680232558139535","0.4680232558139535","0.49770992366412214","0.49770992366412214","0.49770992366412214","0.38273615635179153","0.38273615635179153","0.38273615635179153"
